,PSNR,SSIM
Noise-1.tif,67.39602954500879,0.22192544652384377
Noise-2.tif,65.84368936255196,0.11824049332632303
Noise-3.tif,64.66827775720397,0.04664125058381187
Noise-4.tif,64.25781533792149,0.017641030885473148
Noise.tif,66.04935460520183,0.12319093927272659
