,PSNR,SSIM
Pie2-1.tif,81.35893327688018,0.9442644762060838
Pie2-2.tif,81.61847961081239,0.9543032629317254
Pie2-3.tif,78.24666251261743,0.8639855784346987
Pie2-4.tif,67.18025931055047,0.5451500735984397
Pie2-5.tif,73.37492613143672,0.7389908358078744
