,PSNR,SSIM
Noise-1.tif,69.5761532727568,0.534150790420397
Noise-2.tif,67.07873148326878,0.4568920898201171
Noise-3.tif,65.31429873092767,0.40833943967971126
Noise-4.tif,64.48035567407737,0.3902047512684618
Noise.tif,66.16669090147772,0.15983692301378513
