,PSNR,SSIM
Pie2-1.tif,80.26725448814885,0.8221026789576827
Pie2-2.tif,76.62750016048984,0.8529540971497316
Pie2-3.tif,71.50944669473762,0.3962556414603199
Pie2-4.tif,64.98476334655744,0.15767936903445043
Pie2-5.tif,67.46898526295604,0.24487887600760283
