,PSNR,SSIM
Pie2-1.tif,82.10392747728909,0.915151059764046
Pie2-2.tif,82.51490882732779,0.9273365213815913
Pie2-3.tif,77.86007290063772,0.7991725790068144
Pie2-4.tif,66.95996933415978,0.3161356032211184
Pie2-5.tif,72.75338793415814,0.6168470616767446
