,PSNR,SSIM
Pie2-1.tif,87.16676363737383,0.9852975590595426
Pie2-2.tif,81.59448516535618,0.9530268865648179
Pie2-3.tif,76.69736622680192,0.8011455751912037
Pie2-4.tif,66.21986405236076,0.3116053346141819
Pie2-5.tif,72.06729839933143,0.6189164146911202
